CMEDV,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
23.80000000,0.16760000,0.00000000,7.38000000,0.00000000,0.49300000,6.42600000,52.30000000,4.54040000,5.00000000,287.00000000,19.60000000,396.90000000,7.20000000
44.80000000,0.31533000,0.00000000,6.20000000,0.00000000,0.50400000,8.26600000,78.30000000,2.89440000,8.00000000,307.00000000,17.40000000,385.05000000,4.14000000
17.40000000,0.13554000,12.50000000,6.07000000,0.00000000,0.40900000,5.59400000,36.80000000,6.49800000,4.00000000,345.00000000,18.90000000,396.90000000,13.09000000
20.60000000,0.04527000,0.00000000,11.93000000,0.00000000,0.57300000,6.12000000,76.70000000,2.28750000,1.00000000,273.00000000,21.00000000,396.90000000,9.08000000
20.80000000,3.67822000,0.00000000,18.10000000,0.00000000,0.77000000,5.36200000,96.20000000,2.10360000,24.00000000,666.00000000,20.20000000,380.79000000,10.19000000
23.20000000,5.29305000,0.00000000,18.10000000,0.00000000,0.70000000,6.05100000,82.50000000,2.16780000,24.00000000,666.00000000,20.20000000,378.38000000,18.76000000
19.90000000,0.62739000,0.00000000,8.14000000,0.00000000,0.53800000,5.83400000,56.50000000,4.49860000,4.00000000,307.00000000,21.00000000,395.62000000,8.47000000
20.60000000,0.10659000,80.00000000,1.91000000,0.00000000,0.41300000,5.93600000,19.50000000,10.58570000,4.00000000,334.00000000,22.00000000,376.04000000,5.57000000
8.30000000,24.80170000,0.00000000,18.10000000,0.00000000,0.69300000,5.34900000,96.00000000,1.70280000,24.00000000,666.00000000,20.20000000,396.90000000,19.77000000
22.20000000,0.10290000,30.00000000,4.93000000,0.00000000,0.42800000,6.35800000,52.90000000,7.03550000,6.00000000,300.00000000,16.60000000,372.75000000,11.22000000
23.00000000,5.82401000,0.00000000,18.10000000,0.00000000,0.53200000,6.24200000,64.70000000,3.42420000,24.00000000,666.00000000,20.20000000,396.90000000,10.74000000
20.00000000,0.09744000,0.00000000,5.96000000,0.00000000,0.49900000,5.84100000,61.40000000,3.37790000,5.00000000,279.00000000,19.20000000,377.56000000,11.41000000
16.10000000,5.09017000,0.00000000,18.10000000,0.00000000,0.71300000,6.29700000,91.80000000,2.36820000,24.00000000,666.00000000,20.20000000,385.09000000,17.27000000
22.70000000,5.20177000,0.00000000,18.10000000,1.00000000,0.77000000,6.12700000,83.40000000,2.72270000,24.00000000,666.00000000,20.20000000,395.43000000,11.48000000
13.50000000,8.20058000,0.00000000,18.10000000,0.00000000,0.71300000,5.93600000,80.30000000,2.77920000,24.00000000,666.00000000,20.20000000,3.50000000,16.94000000
20.80000000,0.08707000,0.00000000,12.83000000,0.00000000,0.43700000,6.14000000,45.80000000,4.09050000,5.00000000,398.00000000,18.70000000,386.96000000,10.27000000
14.10000000,10.06230000,0.00000000,18.10000000,0.00000000,0.58400000,6.83300000,94.30000000,2.08820000,24.00000000,666.00000000,20.20000000,81.33000000,19.69000000
17.60000000,0.20608000,22.00000000,5.86000000,0.00000000,0.43100000,5.59300000,76.50000000,7.95490000,7.00000000,330.00000000,19.10000000,372.49000000,12.50000000
22.60000000,0.08447000,0.00000000,4.05000000,0.00000000,0.51000000,5.85900000,68.70000000,2.70190000,5.00000000,296.00000000,16.60000000,393.23000000,9.64000000
21.90000000,3.47428000,0.00000000,18.10000000,1.00000000,0.71800000,8.78000000,82.90000000,1.90470000,24.00000000,666.00000000,20.20000000,354.55000000,5.29000000
23.20000000,0.03871000,52.50000000,5.32000000,0.00000000,0.40500000,6.20900000,31.30000000,7.31720000,6.00000000,293.00000000,16.60000000,396.90000000,7.14000000
16.50000000,0.02498000,0.00000000,1.89000000,0.00000000,0.51800000,6.54000000,59.70000000,6.26690000,1.00000000,422.00000000,15.90000000,389.96000000,8.65000000
6.30000000,9.91655000,0.00000000,18.10000000,0.00000000,0.69300000,5.85200000,77.80000000,1.50040000,24.00000000,666.00000000,20.20000000,338.16000000,29.97000000
13.40000000,3.32105000,0.00000000,19.58000000,1.00000000,0.87100000,5.40300000,100.00000000,1.32160000,5.00000000,403.00000000,14.70000000,396.90000000,26.82000000
26.60000000,0.02899000,40.00000000,1.25000000,0.00000000,0.42900000,6.93900000,34.50000000,8.79210000,1.00000000,335.00000000,19.70000000,389.85000000,5.89000000
19.30000000,0.14476000,0.00000000,10.01000000,0.00000000,0.54700000,5.73100000,65.20000000,2.75920000,6.00000000,432.00000000,17.80000000,391.50000000,13.61000000
14.40000000,0.25387000,0.00000000,6.91000000,0.00000000,0.44800000,5.39900000,95.30000000,5.87000000,3.00000000,233.00000000,17.90000000,396.90000000,30.81000000
13.10000000,8.71675000,0.00000000,18.10000000,0.00000000,0.69300000,6.47100000,98.80000000,1.72570000,24.00000000,666.00000000,20.20000000,391.98000000,17.12000000
20.50000000,0.09299000,0.00000000,25.65000000,0.00000000,0.58100000,5.96100000,92.90000000,2.08690000,2.00000000,188.00000000,19.10000000,378.09000000,17.93000000
20.60000000,4.83567000,0.00000000,18.10000000,0.00000000,0.58300000,5.90500000,53.20000000,3.15230000,24.00000000,666.00000000,20.20000000,388.22000000,11.45000000
20.30000000,0.34940000,0.00000000,9.90000000,0.00000000,0.54400000,5.97200000,76.70000000,3.10250000,4.00000000,304.00000000,18.40000000,396.24000000,9.97000000
13.90000000,15.28800000,0.00000000,18.10000000,0.00000000,0.67100000,6.64900000,93.30000000,1.34490000,24.00000000,666.00000000,20.20000000,363.02000000,23.24000000
13.30000000,9.82349000,0.00000000,18.10000000,0.00000000,0.67100000,6.79400000,98.80000000,1.35800000,24.00000000,666.00000000,20.20000000,396.90000000,21.24000000
28.70000000,0.05302000,0.00000000,3.41000000,0.00000000,0.48900000,7.07900000,63.10000000,3.41450000,2.00000000,270.00000000,17.80000000,396.06000000,5.70000000
16.30000000,28.65580000,0.00000000,18.10000000,0.00000000,0.59700000,5.15500000,100.00000000,1.58940000,24.00000000,666.00000000,20.20000000,210.97000000,20.08000000
13.90000000,0.84054000,0.00000000,8.14000000,0.00000000,0.53800000,5.59900000,85.70000000,4.45460000,4.00000000,307.00000000,21.00000000,303.42000000,16.51000000
12.70000000,13.35980000,0.00000000,18.10000000,0.00000000,0.69300000,5.88700000,94.70000000,1.78210000,24.00000000,666.00000000,20.20000000,396.90000000,16.35000000
24.10000000,0.07896000,0.00000000,12.83000000,0.00000000,0.43700000,6.27300000,6.00000000,4.25150000,5.00000000,398.00000000,18.70000000,394.92000000,6.78000000
21.90000000,0.04819000,80.00000000,3.64000000,0.00000000,0.39200000,6.10800000,32.00000000,9.22030000,1.00000000,315.00000000,16.40000000,392.89000000,6.57000000
17.20000000,14.05070000,0.00000000,18.10000000,0.00000000,0.59700000,6.65700000,100.00000000,1.52750000,24.00000000,666.00000000,20.20000000,35.05000000,21.22000000
45.40000000,0.03578000,20.00000000,3.33000000,0.00000000,0.44290000,7.82000000,64.50000000,4.69470000,5.00000000,216.00000000,14.90000000,387.31000000,3.76000000
13.80000000,8.05579000,0.00000000,18.10000000,0.00000000,0.58400000,5.42700000,95.40000000,2.42980000,24.00000000,666.00000000,20.20000000,352.58000000,18.14000000
24.40000000,0.22969000,0.00000000,10.59000000,0.00000000,0.48900000,6.32600000,52.50000000,4.35490000,4.00000000,277.00000000,18.60000000,394.87000000,10.97000000
20.10000000,0.13960000,0.00000000,8.56000000,0.00000000,0.52000000,6.16700000,90.00000000,2.42100000,5.00000000,384.00000000,20.90000000,392.69000000,12.33000000
32.90000000,0.01778000,95.00000000,1.47000000,0.00000000,0.40300000,7.13500000,13.90000000,7.65340000,3.00000000,402.00000000,17.00000000,384.30000000,4.45000000
50.00000000,0.57834000,20.00000000,3.97000000,0.00000000,0.57500000,8.29700000,67.00000000,2.42160000,5.00000000,264.00000000,13.00000000,384.54000000,7.44000000
25.00000000,4.54192000,0.00000000,18.10000000,0.00000000,0.77000000,6.39800000,88.00000000,2.51820000,24.00000000,666.00000000,20.20000000,374.56000000,7.79000000
21.80000000,2.81838000,0.00000000,18.10000000,0.00000000,0.53200000,5.76200000,40.30000000,4.09830000,24.00000000,666.00000000,20.20000000,392.92000000,10.42000000
20.70000000,0.03738000,0.00000000,5.19000000,0.00000000,0.51500000,6.31000000,38.50000000,6.45840000,5.00000000,224.00000000,20.20000000,389.40000000,6.75000000
23.70000000,0.28955000,0.00000000,10.59000000,0.00000000,0.48900000,5.41200000,9.80000000,3.58750000,4.00000000,277.00000000,18.60000000,348.93000000,29.55000000
7.00000000,0.18337000,0.00000000,27.74000000,0.00000000,0.60900000,5.41400000,98.30000000,1.75540000,4.00000000,711.00000000,20.10000000,344.05000000,23.97000000
36.40000000,0.08664000,45.00000000,3.44000000,0.00000000,0.43700000,7.17800000,26.30000000,6.47980000,5.00000000,398.00000000,15.20000000,390.49000000,2.87000000
24.20000000,0.17505000,0.00000000,5.96000000,0.00000000,0.49900000,5.96600000,30.20000000,3.84730000,5.00000000,279.00000000,19.20000000,393.43000000,10.13000000
13.10000000,1.15172000,0.00000000,8.14000000,0.00000000,0.53800000,5.70100000,95.00000000,3.78720000,4.00000000,307.00000000,21.00000000,358.77000000,18.35000000
13.20000000,1.38799000,0.00000000,8.14000000,0.00000000,0.53800000,5.95000000,82.00000000,3.99000000,4.00000000,307.00000000,21.00000000,232.60000000,27.71000000
34.60000000,0.03768000,80.00000000,1.52000000,0.00000000,0.40400000,7.27400000,38.30000000,7.30900000,2.00000000,329.00000000,12.60000000,392.20000000,6.62000000
36.20000000,0.06888000,0.00000000,2.46000000,0.00000000,0.48800000,6.14400000,62.20000000,2.59790000,3.00000000,193.00000000,17.80000000,396.90000000,9.45000000
25.00000000,0.02875000,28.00000000,15.04000000,0.00000000,0.46400000,6.21100000,28.90000000,3.66590000,4.00000000,270.00000000,18.20000000,396.33000000,6.21000000
20.70000000,0.09065000,20.00000000,6.96000000,1.00000000,0.46400000,5.92000000,61.50000000,3.91750000,3.00000000,223.00000000,18.60000000,391.34000000,13.65000000
14.90000000,7.75223000,0.00000000,18.10000000,0.00000000,0.71300000,6.30100000,83.70000000,2.78310000,24.00000000,666.00000000,20.20000000,272.21000000,16.23000000
22.20000000,0.11027000,25.00000000,5.13000000,0.00000000,0.45300000,6.45600000,67.80000000,7.22550000,8.00000000,284.00000000,19.70000000,396.90000000,6.73000000
16.70000000,4.87141000,0.00000000,18.10000000,0.00000000,0.61400000,6.48400000,93.60000000,2.30530000,24.00000000,666.00000000,20.20000000,396.21000000,18.68000000
22.40000000,0.06263000,0.00000000,11.93000000,0.00000000,0.57300000,6.59300000,69.10000000,2.47860000,1.00000000,273.00000000,21.00000000,391.99000000,9.67000000
19.10000000,2.31390000,0.00000000,19.58000000,0.00000000,0.60500000,5.88000000,97.30000000,2.38870000,5.00000000,403.00000000,14.70000000,348.13000000,12.03000000
22.50000000,0.05188000,0.00000000,4.49000000,0.00000000,0.44900000,6.01500000,45.10000000,4.42720000,3.00000000,247.00000000,18.50000000,395.99000000,12.86000000
19.90000000,3.83684000,0.00000000,18.10000000,0.00000000,0.77000000,6.25100000,91.10000000,2.29550000,24.00000000,666.00000000,20.20000000,350.65000000,14.19000000
24.10000000,0.07950000,60.00000000,1.69000000,0.00000000,0.41100000,6.57900000,35.90000000,10.71030000,4.00000000,411.00000000,18.30000000,370.78000000,5.49000000
24.30000000,0.53700000,0.00000000,6.20000000,0.00000000,0.50400000,5.98100000,68.10000000,3.67150000,8.00000000,307.00000000,17.40000000,378.35000000,11.65000000
14.90000000,6.28807000,0.00000000,18.10000000,0.00000000,0.74000000,6.34100000,96.40000000,2.07200000,24.00000000,666.00000000,20.20000000,318.01000000,17.79000000
24.50000000,0.16439000,22.00000000,5.86000000,0.00000000,0.43100000,6.43300000,49.10000000,7.82650000,7.00000000,330.00000000,19.10000000,374.71000000,9.52000000
21.90000000,3.69695000,0.00000000,18.10000000,0.00000000,0.71800000,4.96300000,91.40000000,1.75230000,24.00000000,666.00000000,20.20000000,316.03000000,14.00000000
22.50000000,0.06466000,70.00000000,2.24000000,0.00000000,0.40000000,6.34500000,20.10000000,7.82780000,5.00000000,358.00000000,14.80000000,368.24000000,4.97000000
15.10000000,6.96215000,0.00000000,18.10000000,0.00000000,0.70000000,5.71300000,97.00000000,1.92650000,24.00000000,666.00000000,20.20000000,394.43000000,17.11000000
19.10000000,5.69175000,0.00000000,18.10000000,0.00000000,0.58300000,6.11400000,79.80000000,3.54590000,24.00000000,666.00000000,20.20000000,392.68000000,14.98000000
12.70000000,4.66883000,0.00000000,18.10000000,0.00000000,0.71300000,5.97600000,87.90000000,2.58060000,24.00000000,666.00000000,20.20000000,10.48000000,19.01000000
27.90000000,0.03615000,80.00000000,4.95000000,0.00000000,0.41100000,6.63000000,23.40000000,5.11670000,4.00000000,245.00000000,19.20000000,396.90000000,4.70000000
43.50000000,0.54050000,20.00000000,3.97000000,0.00000000,0.57500000,7.47000000,52.60000000,2.87200000,5.00000000,264.00000000,13.00000000,390.30000000,3.16000000
19.00000000,3.77498000,0.00000000,18.10000000,0.00000000,0.65500000,5.95200000,84.70000000,2.87150000,24.00000000,666.00000000,20.20000000,22.01000000,17.15000000
21.70000000,0.17446000,0.00000000,10.59000000,1.00000000,0.48900000,5.96000000,92.10000000,3.87710000,4.00000000,277.00000000,18.60000000,393.25000000,17.27000000
10.20000000,12.24720000,0.00000000,18.10000000,0.00000000,0.58400000,5.83700000,59.70000000,1.99760000,24.00000000,666.00000000,20.20000000,24.65000000,15.69000000
33.00000000,0.01951000,17.50000000,1.38000000,0.00000000,0.41610000,7.10400000,59.50000000,9.22290000,3.00000000,216.00000000,18.60000000,393.24000000,8.05000000
27.10000000,0.05372000,0.00000000,13.92000000,0.00000000,0.43700000,6.54900000,51.00000000,5.96040000,4.00000000,289.00000000,16.00000000,392.85000000,7.39000000
15.20000000,0.15086000,0.00000000,27.74000000,0.00000000,0.60900000,5.45400000,92.70000000,1.82090000,4.00000000,711.00000000,20.10000000,395.09000000,18.06000000
33.80000000,0.54011000,20.00000000,3.97000000,0.00000000,0.64700000,7.20300000,81.80000000,2.11210000,5.00000000,264.00000000,13.00000000,392.80000000,9.59000000
15.00000000,51.13580000,0.00000000,18.10000000,0.00000000,0.59700000,5.75700000,100.00000000,1.41300000,24.00000000,666.00000000,20.20000000,2.60000000,10.11000000
23.30000000,1.42502000,0.00000000,19.58000000,0.00000000,0.87100000,6.51000000,100.00000000,1.76590000,5.00000000,403.00000000,14.70000000,364.31000000,7.39000000
13.40000000,7.05042000,0.00000000,18.10000000,0.00000000,0.61400000,6.10300000,85.10000000,2.02180000,24.00000000,666.00000000,20.20000000,2.52000000,23.29000000
33.10000000,0.10000000,34.00000000,6.09000000,0.00000000,0.43300000,6.98200000,17.70000000,5.49170000,7.00000000,329.00000000,16.10000000,390.43000000,4.86000000
31.60000000,0.41238000,0.00000000,6.20000000,0.00000000,0.50400000,7.16300000,79.90000000,3.21570000,8.00000000,307.00000000,17.40000000,372.08000000,6.36000000
37.90000000,0.09103000,0.00000000,2.46000000,0.00000000,0.48800000,7.15500000,92.20000000,2.70060000,3.00000000,193.00000000,17.80000000,394.12000000,4.82000000
29.90000000,0.06642000,0.00000000,4.05000000,0.00000000,0.51000000,6.86000000,74.40000000,2.91530000,5.00000000,296.00000000,16.60000000,391.27000000,6.92000000
50.00000000,1.83377000,0.00000000,19.58000000,1.00000000,0.60500000,7.80200000,98.20000000,2.04070000,5.00000000,403.00000000,14.70000000,389.61000000,1.92000000
28.60000000,0.12932000,0.00000000,13.92000000,0.00000000,0.43700000,6.67800000,31.10000000,5.96040000,4.00000000,289.00000000,16.00000000,396.90000000,6.27000000
10.20000000,17.86670000,0.00000000,18.10000000,0.00000000,0.67100000,6.22300000,100.00000000,1.38610000,24.00000000,666.00000000,20.20000000,393.74000000,21.78000000
18.20000000,0.04301000,80.00000000,1.91000000,0.00000000,0.41300000,5.66300000,21.90000000,10.58570000,4.00000000,334.00000000,22.00000000,382.80000000,8.05000000
8.50000000,41.52920000,0.00000000,18.10000000,0.00000000,0.69300000,5.53100000,85.40000000,1.60740000,24.00000000,666.00000000,20.20000000,329.46000000,27.38000000
50.00000000,1.51902000,0.00000000,19.58000000,1.00000000,0.60500000,8.37500000,93.90000000,2.16200000,5.00000000,403.00000000,14.70000000,388.45000000,3.32000000
19.80000000,0.24522000,0.00000000,9.90000000,0.00000000,0.54400000,5.78200000,71.70000000,4.03170000,4.00000000,304.00000000,18.40000000,396.90000000,15.94000000
20.60000000,0.04294000,28.00000000,15.04000000,0.00000000,0.46400000,6.24900000,77.30000000,3.61500000,4.00000000,270.00000000,18.20000000,396.90000000,10.59000000
21.80000000,0.17331000,0.00000000,9.69000000,0.00000000,0.58500000,5.70700000,54.00000000,2.38170000,6.00000000,391.00000000,19.20000000,396.90000000,12.01000000
7.20000000,18.08460000,0.00000000,18.10000000,0.00000000,0.67900000,6.43400000,100.00000000,1.83470000,24.00000000,666.00000000,20.20000000,27.25000000,29.05000000
10.90000000,15.87440000,0.00000000,18.10000000,0.00000000,0.67100000,6.54500000,99.10000000,1.51920000,24.00000000,666.00000000,20.20000000,396.90000000,21.08000000
24.70000000,0.02055000,85.00000000,0.74000000,0.00000000,0.41000000,6.38300000,35.70000000,9.18760000,2.00000000,313.00000000,17.30000000,396.90000000,5.77000000
23.90000000,0.02543000,55.00000000,3.78000000,0.00000000,0.48400000,6.69600000,56.40000000,5.73210000,5.00000000,370.00000000,17.60000000,396.90000000,7.18000000
21.20000000,0.12269000,0.00000000,6.91000000,0.00000000,0.44800000,6.06900000,40.00000000,5.72090000,3.00000000,233.00000000,17.90000000,389.39000000,9.55000000
22.90000000,0.03551000,25.00000000,4.86000000,0.00000000,0.42600000,6.16700000,46.70000000,5.40070000,4.00000000,281.00000000,19.00000000,390.64000000,7.51000000
15.30000000,1.12658000,0.00000000,19.58000000,1.00000000,0.87100000,5.01200000,88.00000000,1.61020000,5.00000000,403.00000000,14.70000000,343.28000000,12.12000000
23.70000000,0.08244000,30.00000000,4.93000000,0.00000000,0.42800000,6.48100000,18.50000000,6.18990000,6.00000000,300.00000000,16.60000000,379.41000000,6.36000000
18.40000000,0.77299000,0.00000000,8.14000000,0.00000000,0.53800000,6.49500000,94.40000000,4.45470000,4.00000000,307.00000000,21.00000000,387.94000000,12.80000000
29.10000000,0.07978000,40.00000000,6.41000000,0.00000000,0.44700000,6.48200000,32.10000000,4.14030000,4.00000000,254.00000000,17.60000000,396.90000000,7.19000000
18.50000000,0.14231000,0.00000000,10.01000000,0.00000000,0.54700000,6.25400000,84.20000000,2.25650000,6.00000000,432.00000000,17.80000000,388.74000000,10.45000000
14.50000000,8.49213000,0.00000000,18.10000000,0.00000000,0.58400000,6.34800000,86.10000000,2.05270000,24.00000000,666.00000000,20.20000000,83.45000000,17.64000000
24.60000000,0.05425000,0.00000000,4.05000000,0.00000000,0.51000000,6.31500000,73.40000000,3.31750000,5.00000000,296.00000000,16.60000000,395.60000000,6.29000000
28.50000000,0.03502000,80.00000000,4.95000000,0.00000000,0.41100000,6.86100000,27.90000000,5.11670000,4.00000000,245.00000000,19.20000000,396.90000000,3.33000000
13.40000000,11.16040000,0.00000000,18.10000000,0.00000000,0.74000000,6.62900000,94.60000000,2.12470000,24.00000000,666.00000000,20.20000000,109.85000000,23.27000000
10.50000000,24.39380000,0.00000000,18.10000000,0.00000000,0.70000000,4.65200000,100.00000000,1.46720000,24.00000000,666.00000000,20.20000000,396.90000000,28.28000000
13.30000000,0.24980000,0.00000000,21.89000000,0.00000000,0.62400000,5.85700000,98.20000000,1.66860000,4.00000000,437.00000000,21.20000000,392.04000000,21.32000000
25.00000000,5.73116000,0.00000000,18.10000000,0.00000000,0.53200000,7.06100000,77.00000000,3.41060000,24.00000000,666.00000000,20.20000000,395.28000000,7.01000000
18.40000000,0.32982000,0.00000000,21.89000000,0.00000000,0.62400000,5.82200000,95.40000000,2.46990000,4.00000000,437.00000000,21.20000000,388.69000000,15.03000000
19.60000000,0.10328000,25.00000000,5.13000000,0.00000000,0.45300000,5.92700000,47.20000000,6.93200000,8.00000000,284.00000000,19.70000000,396.90000000,9.22000000
29.80000000,0.12579000,45.00000000,3.44000000,0.00000000,0.43700000,6.55600000,29.10000000,4.56670000,5.00000000,398.00000000,15.20000000,382.84000000,4.56000000
11.80000000,10.67180000,0.00000000,18.10000000,0.00000000,0.74000000,6.45900000,94.80000000,1.98790000,24.00000000,666.00000000,20.20000000,43.06000000,23.98000000
20.10000000,13.07510000,0.00000000,18.10000000,0.00000000,0.58000000,5.71300000,56.70000000,2.82370000,24.00000000,666.00000000,20.20000000,396.90000000,14.76000000
50.00000000,5.66998000,0.00000000,18.10000000,1.00000000,0.63100000,6.68300000,96.80000000,1.35670000,24.00000000,666.00000000,20.20000000,375.33000000,3.73000000
29.10000000,0.01439000,60.00000000,2.93000000,0.00000000,0.40100000,6.60400000,18.80000000,6.21960000,1.00000000,265.00000000,15.60000000,376.70000000,4.38000000
22.80000000,0.09164000,0.00000000,10.81000000,0.00000000,0.41300000,6.06500000,7.80000000,5.28730000,4.00000000,305.00000000,19.20000000,390.91000000,5.52000000
29.60000000,0.06047000,0.00000000,2.46000000,0.00000000,0.48800000,6.15300000,68.80000000,3.27970000,3.00000000,193.00000000,17.80000000,387.11000000,13.15000000
20.00000000,0.18836000,0.00000000,6.91000000,0.00000000,0.44800000,5.78600000,33.30000000,5.10040000,3.00000000,233.00000000,17.90000000,396.90000000,14.15000000
50.00000000,0.61154000,20.00000000,3.97000000,0.00000000,0.64700000,8.70400000,86.90000000,1.80100000,5.00000000,264.00000000,13.00000000,389.70000000,5.12000000
24.80000000,0.04417000,70.00000000,2.24000000,0.00000000,0.40000000,6.87100000,47.40000000,7.82780000,5.00000000,358.00000000,14.80000000,390.86000000,6.07000000
15.40000000,9.96654000,0.00000000,18.10000000,0.00000000,0.74000000,6.48500000,100.00000000,1.97840000,24.00000000,666.00000000,20.20000000,386.73000000,18.85000000
16.10000000,6.44405000,0.00000000,18.10000000,0.00000000,0.58400000,6.42500000,74.80000000,2.20040000,24.00000000,666.00000000,20.20000000,97.95000000,12.03000000
23.90000000,0.08265000,0.00000000,13.92000000,0.00000000,0.43700000,6.12700000,18.40000000,5.50270000,4.00000000,289.00000000,16.00000000,396.90000000,8.58000000
17.80000000,8.98296000,0.00000000,18.10000000,1.00000000,0.77000000,6.21200000,97.40000000,2.12220000,24.00000000,666.00000000,20.20000000,377.73000000,17.60000000
20.10000000,0.10612000,30.00000000,4.93000000,0.00000000,0.42800000,6.09500000,65.10000000,6.33610000,6.00000000,300.00000000,16.60000000,394.62000000,12.40000000
16.40000000,4.81213000,0.00000000,18.10000000,0.00000000,0.71300000,6.70100000,90.00000000,2.59750000,24.00000000,666.00000000,20.20000000,255.23000000,16.42000000
33.20000000,0.10469000,40.00000000,6.41000000,1.00000000,0.44700000,7.26700000,49.00000000,4.78720000,4.00000000,254.00000000,17.60000000,389.25000000,6.05000000
25.00000000,2.92400000,0.00000000,19.58000000,0.00000000,0.60500000,6.10100000,93.00000000,2.28340000,5.00000000,403.00000000,14.70000000,240.16000000,9.81000000
19.50000000,0.17120000,0.00000000,8.56000000,0.00000000,0.52000000,5.83600000,91.90000000,2.21100000,5.00000000,384.00000000,20.90000000,395.67000000,18.66000000
15.20000000,5.44114000,0.00000000,18.10000000,0.00000000,0.71300000,6.65500000,98.20000000,2.35520000,24.00000000,666.00000000,20.20000000,355.29000000,17.73000000
23.10000000,0.18159000,0.00000000,7.38000000,0.00000000,0.49300000,6.37600000,54.30000000,4.54040000,5.00000000,287.00000000,19.60000000,396.90000000,6.87000000
8.10000000,0.20746000,0.00000000,27.74000000,0.00000000,0.60900000,5.09300000,98.00000000,1.82260000,4.00000000,711.00000000,20.10000000,318.43000000,29.68000000
